sep=,
"Date",18 Aug 2025
"Trade",Long
"Number of stocks",24
"Begin",2008
"End",Last possible
"Max per sector",No maximum
"Rebalance timing",QUARTER[ACTUAL:2008:Q2] Q2
"Rebalance strategy",Full rebalance
"Sell strategy",Keep full period
"Position sizes",Equal position. Maximal position.
"Compare to",GSPC

,,"Return","(Avg of) Period SD","Average beta","Top 12","Without outliers","Monte Carlo variant 1","Monte Carlo variant 2","Monte Carlo variant 3","Monte Carlo variant 4","Portfolio SD","Sharpe ratio","Sortini ratio","US S&P 500 - Total Return",
Total return,,1051%,,,533%,1171%,789%,1281%,1298%,1107%,,,,560%,
2015 Q2,Stocks,,,,,,,,,,"MGX.AX","ALMDG.PA","2124.T","UHRN.SW","CWC.DE","2767.T","3395.T","TNAV","ZVO","USNA","MIN.AX","3632.T","SVM.TO","ATE.PA","DRX.L","4628.T","5819.T","KLIC","TZOO","ADTN","BEAN.SW","2674.T","HIQ.ST","3302.T",,"US S&P 500 - Total Return",
,Quarter return,1.03%,14%,0.71,1.50%,0.77%,1.25%,-0.37%,1.13%,0.00%,-6.82%,22.13%,8.45%,-13.30%,-14.21%,9.60%,-0.75%,2.94%,-1.14%,23.38%,1.43%,-13.73%,-11.00%,-1.84%,-3.70%,26.10%,-16.79%,-24.94%,16.77%,-11.96%,6.81%,24.98%,1.03%,1.36%,,0.49%,
2015 Q3,Stocks,,,,,,,,,,"MGX.AX","ALMDG.PA","2124.T","UHRN.SW","2685.T","CWC.DE","KLIC","3395.T","5819.T","3632.T","2767.T","V6C.DE","4722.T","ZVO","6151.T","TNAV","MIN.AX","ATE.PA","DRX.L","ADTN","VRA","USNA","4849.T","HTLD",,"US S&P 500 - Total Return",
,Quarter return,-5.06%,19%,0.73,-4.01%,-7.01%,-7.19%,-4.49%,-5.18%,-2.95%,-12.20%,-3.75%,13.21%,-0.32%,41.12%,-1.32%,-22.27%,-9.07%,-11.73%,-24.26%,-17.32%,-0.18%,-14.54%,-20.54%,-18.51%,-3.94%,-34.73%,10.16%,-30.10%,-10.32%,11.00%,-2.18%,42.45%,-2.06%,,-6.65%,
2015 Q4,Stocks,,,,,,,,,,"ALMDG.PA","KLIC","UHRN.SW","2124.T","CWC.DE","X64.AX","6151.T","MIN.AX","ZVO","2767.T","3395.T","4722.T","DRX.L","2685.T","3632.T","4917.T","ADTN","TZOO","3302.T","6965.T","ATE.PA","USNA","4095.T","OTEC.OL",,"US S&P 500 - Total Return",
,Quarter return,8.99%,12%,0.73,7.37%,8.50%,8.51%,7.45%,9.72%,10.78%,1.61%,27.40%,-3.76%,10.26%,9.10%,-5.19%,12.29%,0.36%,0.13%,28.65%,-8.54%,16.12%,-0.76%,-6.59%,8.38%,32.45%,15.02%,1.09%,9.60%,22.82%,15.97%,-4.69%,26.45%,7.73%,,6.78%,
2016 Q1,Stocks,,,,,,,,,,"2124.T","UHRN.SW","ZVO","MIN.AX","3632.T","3395.T","5819.T","2685.T","6151.T","DRX.L","4722.T","USNA","HTLD","APEI","KOMN.SW","ADTN","3302.T","TZOO","4628.T","LIF.TO","4917.T","6965.T","RMCF","OTEC.OL",,"US S&P 500 - Total Return",
,Quarter return,9.10%,17%,0.64,10.91%,7.86%,7.65%,10.13%,7.52%,8.56%,41.14%,-4.44%,34.40%,50.46%,8.48%,-6.99%,-2.54%,0.77%,-12.36%,13.39%,12.60%,-4.04%,10.21%,12.30%,12.56%,19.82%,0.49%,-0.25%,-18.02%,25.39%,2.44%,-5.08%,-4.55%,32.19%,,1.46%,
2016 Q2,Stocks,,,,,,,,,,"UHRN.SW","2124.T","6151.T","3395.T","2685.T","3632.T","USNA","4722.T","MIN.AX","HTLD","4095.T","APEI","6965.T","3765.T","4917.T","7722.T","3433.T","6134.T","FF","4206.T","MUB.DE","4975.T","4668.T","6482.T",,"US S&P 500 - Total Return",
,Quarter return,-1.39%,17%,0.74,6.98%,-2.98%,2.42%,-2.49%,-2.82%,-2.36%,-12.94%,28.51%,-2.15%,0.18%,17.91%,-5.92%,-7.52%,-14.17%,40.61%,-5.59%,7.10%,37.75%,-7.63%,-11.86%,-5.51%,-33.00%,-17.37%,-19.06%,-6.42%,-1.29%,10.07%,-15.92%,1.74%,-10.90%,,2.65%,
2016 Q3,Stocks,,,,,,,,,,"UHRN.SW","INVN","2124.T","3395.T","3632.T","2685.T","4722.T","USNA","7722.T","3433.T","HTLD","3765.T","6965.T","4095.T","4917.T","MIN.AX","FF","4206.T","3657.T","6482.T","6920.T","CFX.TO","VRA","2674.T",,"US S&P 500 - Total Return",
,Quarter return,8.49%,22%,0.80,-0.71%,8.79%,7.40%,12.44%,8.70%,6.93%,-2.20%,21.24%,-31.24%,-10.19%,-2.83%,-38.05%,0.63%,24.06%,-0.56%,33.16%,8.68%,-11.20%,7.38%,35.59%,-1.80%,33.76%,3.66%,13.57%,28.69%,41.71%,55.65%,-1.16%,6.39%,-11.07%,,3.63%,
2016 Q4,Stocks,,,,,,,,,,"UHRN.SW","2124.T","2685.T","INVN","3395.T","3765.T","4722.T","USNA","HTLD","APEI","4917.T","4668.T","6965.T","RMCF","3433.T","FF","2674.T","CFX.TO","4206.T","4095.T","9759.T","VRA","BELA.AT","MUB.DE",,"US S&P 500 - Total Return",
,Quarter return,12.15%,18%,0.79,16.31%,10.92%,8.71%,10.28%,15.05%,11.97%,15.97%,7.84%,21.22%,71.68%,29.09%,-0.50%,-3.59%,-11.52%,8.58%,25.19%,9.64%,22.18%,-1.17%,-1.81%,14.95%,23.87%,13.29%,-1.84%,15.28%,-6.26%,13.41%,-22.95%,36.12%,13.07%,,4.59%,
