sep=,
"Date",18 Aug 2025
"Trade",Long
"Number of stocks",24
"Begin",2008
"End",Last possible
"Max per sector",No maximum
"Rebalance timing",QUARTER[ACTUAL:2008:Q2] Q2
"Rebalance strategy",Full rebalance
"Sell strategy",Keep full period
"Position sizes",Equal position. Maximal position.
"Compare to",GSPC

,,"Return","(Avg of) Period SD","Average beta","Top 12","Without outliers","Monte Carlo variant 1","Monte Carlo variant 2","Monte Carlo variant 3","Monte Carlo variant 4","Portfolio SD","Sharpe ratio","Sortini ratio","US S&P 500 - Total Return",
Total return,,1051%,,,533%,1171%,789%,1281%,1298%,1107%,,,,560%,
2017 Q1,Stocks,,,,,,,,,,"2124.T","UHRN.SW","BDT.DE","2685.T","3395.T","4722.T","3668.T","7722.T","USNA","3765.T","6961.T","HTLD","4917.T","APEI","VRA","CFX.TO","2464.T","4095.T","NIL-B.ST","2670.T","4686.T","4668.T","2674.T","3433.T",,"US S&P 500 - Total Return",
,Quarter return,3.78%,13%,0.83,3.65%,3.07%,1.31%,4.78%,4.42%,3.71%,38.48%,11.92%,-4.73%,-7.86%,-7.58%,22.24%,4.46%,5.34%,-6.95%,-0.10%,-10.00%,-1.42%,4.05%,-8.22%,-21.43%,21.73%,-0.94%,0.73%,10.26%,-1.21%,21.97%,13.50%,-8.16%,14.66%,,5.45%,
2017 Q2,Stocks,,,,,,,,,,"2124.T","BDT.DE","2685.T","6459.T","3395.T","6961.T","USNA","4722.T","3668.T","3765.T","OTEC.OL","4628.T","VRA","4917.T","HIBB","RMCF","AWRE","2464.T","4095.T","2674.T","NTH.MC","NIL-B.ST","2670.T","9759.T",,"US S&P 500 - Total Return",
,Quarter return,4.82%,13%,0.74,3.51%,5.65%,3.79%,4.69%,4.82%,6.03%,-7.37%,-3.42%,13.88%,5.55%,5.67%,13.15%,11.28%,0.03%,10.68%,15.90%,-19.26%,-3.98%,5.73%,16.02%,-29.54%,4.67%,8.42%,-5.48%,20.72%,4.48%,-5.93%,27.86%,2.95%,23.63%,,3.45%,
2017 Q3,Stocks,,,,,,,,,,"2124.T","BDT.DE","2685.T","3395.T","6459.T","5819.T","4722.T","OTEC.OL","USNA","3668.T","6961.T","HIBB","3765.T","2449.T","V6C.DE","2670.T","URBN","NTH.MC","4917.T","FRAN","LUC.TO","6381.T","4095.T","DRX.L",,"US S&P 500 - Total Return",
,Quarter return,1.71%,22%,0.80,-0.68%,-0.30%,3.15%,1.65%,3.89%,0.16%,2.60%,-3.08%,-14.42%,-3.05%,-1.67%,3.08%,15.87%,-30.28%,-10.05%,14.43%,50.07%,-31.65%,5.82%,-10.48%,61.03%,-8.29%,28.01%,2.48%,3.22%,-32.35%,-7.52%,3.91%,7.95%,-4.62%,,4.20%,
2017 Q4,Stocks,,,,,,,,,,"2124.T","BDT.DE","2685.T","3395.T","OTEC.OL","6459.T","HIBB","USNA","4722.T","4298.T","6405.T","3668.T","FRAN","3765.T","2670.T","FRANQ","LUC.TO","NTH.MC","4917.T","NIL-B.ST","DRX.L","2674.T","6381.T","4829.T",,"US S&P 500 - Total Return",
,Quarter return,6.77%,15%,0.82,9.71%,6.22%,9.78%,6.24%,6.49%,6.52%,25.27%,20.59%,-5.87%,-6.00%,14.91%,7.24%,42.16%,28.23%,19.54%,-19.66%,-5.74%,-4.12%,-0.81%,1.55%,7.62%,-0.81%,20.59%,-3.14%,18.43%,-8.50%,-12.51%,9.86%,18.30%,-4.57%,,6.97%,
2018 Q1,Stocks,,,,,,,,,,"2685.T","3395.T","2124.T","4298.T","HIBB","USNA","3765.T","2341.T","FRAN","3668.T","4722.T","3723.T","6965.T","NTH.MC","NIL-B.ST","FRANQ","2121.T","9414.T","4829.T","AGX","4917.T","5947.T","4668.T","V6C.DE",,"US S&P 500 - Total Return",
,Quarter return,-4.24%,15%,0.85,-1.37%,-3.23%,-0.47%,-6.82%,-5.16%,-6.20%,-4.28%,-0.47%,4.75%,2.90%,15.98%,15.61%,17.02%,-13.07%,-35.05%,-23.92%,9.39%,-5.34%,6.29%,-9.41%,14.49%,-35.05%,-21.73%,-2.88%,-4.91%,-4.95%,-0.18%,-0.76%,-3.14%,-23.04%,,-1.41%,
2018 Q2,Stocks,,,,,,,,,,"2685.T","3395.T","2124.T","FRAN","3668.T","USNA","2121.T","NTH.MC","AGX","FRANQ","3765.T","3723.T","4722.T","V6C.DE","KOMN.SW","4829.T","6965.T","NIL-B.ST","9414.T","6036.T","4917.T","7865.T","4668.T","4095.T",,"US S&P 500 - Total Return",
,Quarter return,1.74%,23%,0.86,6.36%,-0.53%,0.26%,2.75%,-2.06%,3.61%,-34.31%,-10.44%,4.29%,57.29%,-17.91%,34.23%,-27.97%,-0.49%,-3.85%,57.29%,-21.68%,39.92%,3.44%,-9.02%,-3.72%,-2.47%,18.92%,-7.38%,2.39%,-9.18%,-6.01%,-13.34%,-0.46%,-7.87%,,3.22%,
2018 Q3,Stocks,,,,,,,,,,"2685.T","3395.T","2121.T","2124.T","3668.T","3765.T","AGX","2670.T","V6C.DE","NTH.MC","4722.T","FRAN","KTCG.VI","USNA","KOMN.SW","NIL-B.ST","CRUS","4917.T","4095.T","6036.T","3076.T","CRST.L","5947.T","9414.T",,"US S&P 500 - Total Return",
,Quarter return,-0.01%,15%,0.68,-1.13%,0.38%,0.45%,0.37%,0.49%,-0.45%,15.16%,-2.47%,-2.09%,8.77%,-0.37%,-15.56%,6.27%,5.52%,-0.44%,-14.45%,36.92%,-50.80%,-7.36%,4.60%,21.66%,2.97%,1.58%,5.63%,-3.37%,-2.18%,10.59%,-10.23%,-11.49%,0.92%,,8.70%,
2018 Q4,Stocks,,,,,,,,,,"2685.T","2121.T","3395.T","3668.T","2124.T","4298.T","FRAN","3765.T","FRANQ","NTH.MC","PMP.L","2670.T","AGX","KTCG.VI","4668.T","USNA","5947.T","CRST.L","4095.T","CG.TO","CRUS","BELA.AT","4917.T","6381.T",,"US S&P 500 - Total Return",
,Quarter return,-15.14%,22%,0.72,-22.07%,-12.77%,-15.61%,-16.02%,-14.93%,-16.17%,26.35%,-15.19%,-7.10%,3.02%,-27.83%,-13.15%,-73.97%,-13.84%,-73.97%,-46.09%,-19.82%,-3.28%,-11.77%,-4.88%,-14.37%,-2.34%,-15.85%,-7.01%,-15.97%,13.49%,-13.95%,1.83%,-15.88%,-11.83%,,-14.91%,
2019 Q1,Stocks,,,,,,,,,,"2121.T","3395.T","6459.T","2124.T","NTH.MC","3765.T","3668.T","6245.T","2193.T","6535.T","LUC.TO","AGX","NHTC","5947.T","3723.T","2670.T","KLIC","8096.T","4095.T","CRUS","2440.T","9414.T","BELA.AT","2461.T",,"US S&P 500 - Total Return",
,Quarter return,15.11%,24%,0.81,23.04%,12.30%,13.32%,15.53%,16.91%,12.29%,12.42%,2.18%,1.56%,31.48%,49.42%,102%,-8.49%,30.43%,-6.04%,19.20%,8.16%,34.22%,-26.16%,8.47%,23.74%,8.92%,11.46%,2.47%,9.08%,29.25%,2.50%,-7.86%,18.53%,5.73%,,15.60%,
2019 Q2,Stocks,,,,,,,,,,"6459.T","METN.SW","3395.T","2121.T","2124.T","GRR.AX","NHTC","3668.T","2193.T","NTH.MC","MCM.MC","9414.T","6245.T","5947.T","8096.T","2670.T","2440.T","3076.T","KLIC","4095.T","6535.T","4917.T","BELA.AT","2461.T",,"US S&P 500 - Total Return",
,Quarter return,-5.69%,10%,0.72,-6.54%,-5.68%,-5.59%,-4.77%,-7.16%,-5.33%,-1.45%,-13.72%,-7.91%,-14.71%,4.02%,-3.64%,-32.65%,-5.07%,10.75%,-6.49%,-7.65%,-0.02%,-5.13%,-13.65%,-11.79%,6.69%,-5.25%,-5.43%,1.25%,-14.99%,-15.97%,-8.92%,14.75%,0.31%,,4.58%,
2019 Q3,Stocks,,,,,,,,,,"NHTC","2121.T","METN.SW","3395.T","6459.T","GRR.AX","3668.T","2124.T","2193.T","AAG.DE","MCM.MC","7453.T","6535.T","CFX.TO","4095.T","3076.T","6381.T","KLIC","AGX","2461.T","URBN","LSS.PA","6965.T","CRUS",,"US S&P 500 - Total Return",
,Quarter return,2.84%,37%,0.90,8.61%,-3.02%,5.42%,4.29%,3.93%,3.22%,-12.92%,4.97%,-7.77%,3.79%,-3.52%,-7.69%,170%,-19.49%,-2.56%,-32.26%,7.64%,2.91%,-31.08%,-9.25%,-3.57%,5.07%,-5.03%,1.90%,-3.23%,-4.28%,21.55%,-19.67%,-6.53%,18.91%,,1.16%,
2019 Q4,Stocks,,,,,,,,,,"NHTC","METN.SW","2121.T","6459.T","3395.T","GRR.AX","2124.T","6535.T","AAG.DE","2193.T","AJAX.AS","CFX.TO","7453.T","MCM.MC","4095.T","6381.T","LSS.PA","AGX","2461.T","KLIC","3076.T","6965.T","4206.T","ACX.DE",,"US S&P 500 - Total Return",
,Quarter return,7.05%,12%,0.86,4.28%,7.71%,5.46%,7.29%,7.19%,10.66%,-23.69%,7.20%,-6.83%,10.45%,-1.03%,10.87%,-5.89%,22.24%,18.58%,18.15%,14.76%,-13.41%,26.00%,0.76%,0.47%,11.69%,26.10%,2.25%,-9.53%,15.61%,5.47%,11.49%,14.09%,13.42%,,9.29%,
2020 Q1,Stocks,,,,,,,,,,"NHTC","3395.T","2124.T","6459.T","2121.T","8117.T","GRR.AX","USNA","6432.T","AAG.DE","2461.T","CFX.TO","4095.T","MCM.MC","2193.T","LGO.TO","7856.T","3930.T","6381.T","9467.T","AGX","3076.T","6965.T","LSS.PA",,"US S&P 500 - Total Return",
,Quarter return,-24.63%,12%,0.89,-29.90%,-24.28%,-22.03%,-25.47%,-27.28%,-24.62%,-35.87%,-25.00%,-46.69%,-21.88%,-22.87%,-30.84%,-26.53%,-26.89%,-17.35%,-53.12%,-12.91%,-38.81%,-4.25%,-29.58%,-15.73%,-30.69%,-18.17%,-28.38%,-5.47%,-18.94%,-13.64%,-31.02%,-1.45%,-34.94%,,-22.63%,
2020 Q2,Stocks,,,,,,,,,,"2124.T","3395.T","2121.T","8117.T","AAG.DE","USNA","6432.T","7453.T","MCM.MC","FLT.AX","2670.T","6677.T","3076.T","TBR.AX","4849.T","9467.T","4644.T","4095.T","9414.T","X64.AX","7856.T","CHH.L","XTC.TO","4722.T",,"US S&P 500 - Total Return",
,Quarter return,21.99%,16%,0.86,23.14%,21.04%,21.98%,21.26%,22.01%,22.30%,11.95%,-2.42%,21.57%,13.89%,62.33%,31.13%,35.02%,27.87%,15.56%,24.65%,18.30%,17.90%,21.24%,43.22%,37.16%,13.53%,22.22%,-1.36%,8.41%,48.39%,1.49%,-0.95%,32.33%,24.39%,,24.95%,
2020 Q3,Stocks,,,,,,,,,,"2124.T","AAG.DE","USNA","7453.T","6245.T","MCM.MC","6432.T","9467.T","6677.T","6381.T","FLT.AX","CHH.L","7856.T","3076.T","4849.T","4668.T","2193.T","3930.T","2222.T","4644.T","3932.T","XTC.TO","2301.T","4722.T",,"US S&P 500 - Total Return",
,Quarter return,8.79%,13%,0.93,7.55%,8.79%,7.25%,9.47%,8.67%,7.84%,14.24%,-3.00%,0.16%,14.19%,2.91%,-3.79%,16.04%,23.97%,-2.18%,1.64%,27.52%,-1.16%,12.81%,25.11%,-1.42%,-14.16%,15.89%,-5.93%,21.62%,28.66%,19.57%,-0.47%,-6.91%,25.59%,,9.48%,
2020 Q4,Stocks,,,,,,,,,,"2124.T","AAG.DE","USNA","MCM.MC","6245.T","7453.T","6677.T","4668.T","6381.T","6432.T","4849.T","7856.T","2301.T","9467.T","9414.T","XTC.TO","TW.L","2222.T","BELA.AT","2193.T","3932.T","3653.T","4722.T","2379.T",,"US S&P 500 - Total Return",
,Quarter return,12.31%,23%,1.03,16.83%,11.53%,13.34%,10.22%,14.05%,12.48%,45.73%,-0.09%,4.47%,20.41%,58.72%,21.52%,23.77%,-23.88%,23.29%,17.36%,17.71%,-7.04%,32.08%,21.25%,-6.00%,39.92%,52.08%,-0.37%,-6.42%,-16.40%,-10.34%,-22.12%,-18.67%,28.46%,,11.64%,
2021 Q1,Stocks,,,,,,,,,,"1879.T","2124.T","USNA","VINCIT.HE","6420.T","MCM.MC","4767.T","6381.T","2193.T","3932.T","9414.T","6432.T","3723.T","4644.T","4849.T","BELA.AT","4722.T","6245.T","9467.T","4848.T","2222.T","3963.T","4206.T","GENC",,"US S&P 500 - Total Return",
,Quarter return,13.28%,13%,0.99,10.12%,13.21%,14.29%,14.06%,15.72%,11.21%,6.96%,-6.88%,26.16%,33.21%,-2.82%,5.15%,22.25%,-1.52%,0.64%,8.65%,2.02%,27.65%,14.86%,13.48%,9.75%,10.25%,13.95%,34.17%,-8.37%,23.74%,35.55%,29.18%,12.66%,8.06%,,6.46%,
2021 Q2,Stocks,,,,,,,,,,"1879.T","2124.T","6420.T","VINCIT.HE","GRR.AX","6158.T","6381.T","3550.T","9414.T","9467.T","4767.T","3932.T","4849.T","3723.T","4848.T","4644.T","6432.T","RRL.AX","RTX.CO","4206.T","1716.T","4973.T","4745.T","5290.T",,"US S&P 500 - Total Return",
,Quarter return,1.02%,13%,0.91,3.75%,-0.19%,-1.41%,2.17%,2.41%,0.54%,-4.33%,2.32%,3.66%,4.65%,23.71%,40.94%,-1.26%,-7.91%,2.52%,3.32%,-2.02%,-20.61%,13.77%,-8.54%,14.06%,-13.47%,-9.29%,-15.91%,-8.63%,-1.84%,-8.64%,3.14%,0.40%,14.36%,,8.10%,
2021 Q3,Stocks,,,,,,,,,,"1879.T","2124.T","VINCIT.HE","3932.T","9467.T","4644.T","3550.T","GRR.AX","4767.T","6432.T","4849.T","1716.T","RTX.CO","GENC","4848.T","6245.T","5290.T","RRL.AX","4973.T","6134.T","AAZ.L","4743.T","3763.T","4318.T",,"US S&P 500 - Total Return",
,Quarter return,0.34%,11%,0.93,-2.22%,-0.08%,0.60%,0.65%,0.94%,-0.90%,2.23%,24.23%,-22.01%,-9.08%,4.49%,-4.15%,-12.90%,-7.63%,6.12%,-5.64%,3.15%,-5.40%,-4.92%,-9.69%,0.41%,3.91%,5.02%,-14.29%,1.17%,12.65%,-9.14%,8.31%,19.49%,21.81%,,0.72%,
2021 Q4,Stocks,,,,,,,,,,"1879.T","2124.T","VINCIT.HE","3932.T","4644.T","GRR.AX","9467.T","GENC","6432.T","9414.T","MGX.AX","4825.T","X64.AX","3674.T","RTX.CO","4849.T","4848.T","6245.T","5290.T","AAZ.L","JRSH","4973.T","SWBI","MYCR.ST",,"US S&P 500 - Total Return",
,Quarter return,1.53%,17%,0.96,7.62%,0.08%,3.79%,-1.07%,4.61%,1.66%,-3.89%,-3.10%,3.84%,-9.64%,-1.53%,42.06%,10.48%,4.16%,5.88%,0.18%,-3.33%,46.36%,-2.07%,-32.88%,18.29%,-20.51%,9.15%,23.47%,-5.41%,-13.45%,-4.68%,-10.33%,-14.37%,-1.98%,,11.06%,
2022 Q1,Stocks,,,,,,,,,,"1879.T","SAGA.OL","2124.T","3932.T","VINCIT.HE","7453.T","2497.T","7921.T","ROVIO.HE","4644.T","9467.T","GRR.AX","6677.T","6432.T","4849.T","6630.T","3912.T","SWBI","AAZ.L","4973.T","JRSH","3963.T","4743.T","6750.T",,"US S&P 500 - Total Return",
,Quarter return,-2.58%,16%,0.99,-1.88%,-4.82%,-0.21%,-4.72%,-0.52%,-2.57%,-10.13%,-7.84%,-10.22%,1.49%,-22.16%,-17.84%,-5.92%,0.33%,15.79%,-2.93%,-12.86%,49.67%,-16.27%,-2.57%,-8.63%,19.54%,24.86%,-15.41%,-17.32%,-5.65%,-1.90%,-11.95%,-1.95%,-2.10%,,-4.63%,
2022 Q2,Stocks,,,,,,,,,,"1879.T","2124.T","VINCIT.HE","7453.T","3932.T","2497.T","3964.T","MCM.MC","9467.T","7921.T","4849.T","6432.T","ROVIO.HE","VIS.MC","NIL-B.ST","SWBI","GRR.AX","6245.T","3963.T","1716.T","6630.T","4973.T","MYCR.ST","6134.T",,"US S&P 500 - Total Return",
,Quarter return,-3.24%,20%,0.96,-8.16%,-4.25%,-1.43%,-0.07%,-3.24%,-2.46%,-3.36%,-5.01%,-10.73%,-2.93%,-4.66%,-16.22%,31.62%,4.81%,-37.31%,-4.96%,-39.32%,-9.90%,-12.77%,-2.86%,1.10%,-13.21%,18.72%,-18.48%,31.65%,-4.03%,52.33%,-6.78%,-17.34%,-8.04%,,-16.38%,
2022 Q3,Stocks,,,,,,,,,,"2124.T","7453.T","4849.T","3932.T","MCM.MC","6381.T","6432.T","7921.T","6245.T","4966.T","ROVIO.HE","X64.AX","3964.T","VIS.MC","5807.T","6238.T","4206.T","NIL-B.ST","MYCR.ST","1716.T","4973.T","6134.T","4743.T","RDW.L",,"US S&P 500 - Total Return",
,Quarter return,1.24%,13%,0.89,5.01%,0.69%,-0.95%,1.81%,3.11%,1.25%,28.48%,0.58%,26.89%,-22.15%,-6.81%,-4.80%,15.43%,14.66%,4.51%,18.04%,-13.58%,-1.14%,7.95%,9.21%,-5.27%,-9.08%,11.36%,-16.24%,-5.66%,-3.46%,2.72%,-5.47%,0.95%,-17.31%,,-4.12%,
2022 Q4,Stocks,,,,,,,,,,"2124.T","3932.T","7453.T","GRR.AX","6381.T","4849.T","7921.T","ROVIO.HE","ROCK-A.CO","6245.T","6238.T","NIL-B.ST","6432.T","4966.T","1716.T","5807.T","MYCR.ST","1U1.DE","3964.T","6134.T","RDW.L","VIS.MC","6630.T","4973.T",,"US S&P 500 - Total Return",
,Quarter return,17.08%,34%,0.92,14.89%,11.65%,10.47%,19.25%,17.06%,19.37%,12.00%,8.35%,31.55%,25.71%,2.05%,10.23%,2.92%,7.20%,34.66%,31.22%,8.85%,3.94%,10.81%,1.37%,-13.76%,163%,45.38%,-15.18%,-16.52%,2.82%,14.14%,9.18%,24.78%,4.88%,,7.22%,
2023 Q1,Stocks,,,,,,,,,,"3932.T","6677.T","7453.T","5011.T","6381.T","1716.T","3964.T","7921.T","ROVIO.HE","4849.T","CFP.TO","1U1.DE","NIL-B.ST","4966.T","GRR.AX","6134.T","7059.T","GLE.L","2124.T","3912.T","6432.T","4973.T","6238.T","4206.T",,"US S&P 500 - Total Return",
,Quarter return,8.91%,17%,0.87,9.64%,6.89%,8.40%,8.57%,10.28%,11.11%,1.45%,58.80%,-3.32%,19.08%,17.46%,10.99%,-12.16%,10.39%,28.97%,-5.26%,2.21%,-12.95%,-12.80%,7.32%,-10.71%,16.79%,42.85%,25.59%,8.07%,-0.11%,1.46%,11.15%,10.70%,-2.16%,,6.92%,
2023 Q2,Stocks,,,,,,,,,,"3932.T","3964.T","7453.T","RANA.OL","CFP.TO","1U1.DE","GRR.AX","6381.T","4849.T","7921.T","5011.T","FF","6677.T","WJG.L","2124.T","6034.T","4966.T","6750.T","6432.T","4848.T","6630.T","4206.T","4825.T","RDW.L",,"US S&P 500 - Total Return",
,Quarter return,3.52%,16%,0.88,3.59%,2.30%,4.18%,4.70%,2.21%,2.97%,-8.49%,6.78%,-5.26%,-4.90%,9.03%,-0.47%,-22.07%,16.16%,7.15%,1.28%,23.73%,20.08%,-2.88%,-17.91%,-0.08%,-1.80%,27.24%,16.01%,51.10%,-9.46%,-16.38%,3.05%,0.08%,-7.61%,,8.94%,
2023 Q3,Stocks,,,,,,,,,,"9467.T","GRR.AX","3964.T","7453.T","RANA.OL","1U1.DE","CFP.TO","4849.T","6381.T","6630.T","7921.T","WJG.L","6677.T","6034.T","4800.T","4848.T","2124.T","1716.T","5011.T","CAML.L","RDW.L","4206.T","GLE.L","4825.T",,"US S&P 500 - Total Return",
,Quarter return,3.10%,24%,0.90,1.81%,0.97%,3.57%,7.30%,3.19%,2.07%,-9.56%,-4.72%,5.37%,35.95%,11.29%,58.42%,-29.65%,-6.18%,0.88%,0.25%,5.55%,-45.92%,72.03%,-10.54%,-17.59%,-14.88%,-2.03%,-9.57%,8.32%,-1.02%,14.55%,5.96%,12.38%,-5.01%,,-3.36%,
2023 Q4,Stocks,,,,,,,,,,"8117.T","GRR.AX","3964.T","WJG.L","CFP.TO","MCM.MC","RANA.OL","4849.T","7453.T","7921.T","6381.T","4800.T","6630.T","1716.T","4848.T","FF","2124.T","1U1.DE","CAML.L","4825.T","5011.T","SPT.L","3657.T","4206.T",,"US S&P 500 - Total Return",
,Quarter return,5.38%,14%,0.85,11.76%,4.13%,3.19%,6.57%,5.93%,5.77%,12.28%,0.00%,2.91%,38.86%,6.76%,7.86%,36.87%,17.20%,22.14%,10.84%,-7.41%,-7.17%,-0.83%,3.27%,-2.87%,-14.25%,1.91%,13.31%,-3.08%,-14.95%,21.48%,-10.32%,-7.86%,2.24%,,11.21%,
2024 Q1,Stocks,,,,,,,,,,"8117.T","GRR.AX","FF","VH2.DE","3964.T","MCM.MC","RTX.CO","4800.T","6381.T","1716.T","7921.T","6630.T","4825.T","4849.T","ROCK-A.CO","4848.T","RANA.OL","7718.T","2124.T","4936.T","MED","SPT.L","CAML.L","TXG.TO",,"US S&P 500 - Total Return",
,Quarter return,12.11%,22%,0.91,17.09%,12.49%,7.86%,11.63%,13.33%,15.44%,38.84%,-6.32%,32.95%,0.84%,34.46%,-0.92%,40.06%,16.25%,23.29%,21.65%,3.91%,0.11%,-4.85%,-0.35%,14.56%,-20.66%,1.97%,8.90%,24.10%,-4.11%,-41.15%,62.61%,9.80%,34.82%,,11.20%,
2024 Q2,Stocks,,,,,,,,,,"3765.T","GRR.AX","VH2.DE","MED","8117.T","2491.T","4848.T","3964.T","7921.T","4825.T","6630.T","4849.T","RTX.CO","6381.T","4936.T","ROCK-A.CO","4377.T","7718.T","1716.T","CCRD","6417.T","TXG.TO","6965.T","4686.T",,"US S&P 500 - Total Return",
,Quarter return,3.48%,17%,0.85,-2.18%,4.22%,1.83%,4.85%,5.53%,3.74%,10.62%,-17.05%,15.24%,-40.08%,-6.41%,10.19%,0.77%,12.59%,17.62%,-8.93%,-18.22%,-2.46%,-0.21%,22.69%,21.88%,23.78%,-10.34%,13.83%,0.55%,34.97%,4.96%,4.85%,-19.65%,12.33%,,4.42%,
2024 Q3,Stocks,,,,,,,,,,"MED","GRR.AX","1879.T","3765.T","2491.T","8117.T","VH2.DE","4848.T","4825.T","CHH.L","1723.T","6420.T","6417.T","3964.T","7921.T","4849.T","1716.T","ALFPC.PA","9684.T","6238.T","7718.T","2670.T","ROCK-A.CO","4936.T",,"US S&P 500 - Total Return",
,Quarter return,-0.77%,16%,0.82,0.64%,-0.84%,0.51%,2.87%,-0.48%,-0.62%,-6.48%,-20.83%,-2.00%,12.93%,-4.60%,-9.82%,34.14%,11.37%,22.60%,-20.70%,8.81%,-17.72%,21.56%,-11.22%,-11.01%,-5.86%,-8.07%,-2.33%,16.70%,0.16%,-8.41%,8.16%,11.65%,-37.45%,,5.59%,
2024 Q4,Stocks,,,,,,,,,,"GRR.AX","MED","2491.T","1879.T","8117.T","3765.T","4936.T","7921.T","4848.T","VH2.DE","3964.T","4825.T","1716.T","4849.T","7718.T","6381.T","ALFPC.PA","OMG.L","4377.T","6238.T","6245.T","7988.T","4477.T","UBXN.SW",,"US S&P 500 - Total Return",
,Quarter return,3.39%,13%,0.92,2.20%,2.48%,4.36%,4.72%,2.84%,4.64%,-18.18%,-7.65%,7.24%,-0.74%,3.77%,8.74%,-19.18%,5.43%,-6.59%,10.62%,10.46%,32.55%,-4.28%,-12.07%,-1.60%,7.81%,-5.09%,-5.26%,9.73%,6.64%,22.32%,5.11%,36.55%,-4.92%,,2.87%,
2025 Q1,Stocks,,,,,,,,,,"GRR.AX","1879.T","MED","8117.T","4936.T","2491.T","ALFPC.PA","4848.T","6095.T","7921.T","VH2.DE","4849.T","3963.T","7605.T","HDSN","6381.T","7718.T","3765.T","NKR.OL","3964.T","6417.T","6626.T","4377.T","7988.T",,"US S&P 500 - Total Return",
,Quarter return,2.15%,23%,0.81,1.23%,-1.54%,-1.67%,3.63%,4.26%,2.74%,-6.11%,0.78%,-24.14%,5.19%,-4.28%,-29.23%,-5.87%,7.18%,-3.61%,17.36%,79.18%,-21.71%,56.73%,0.92%,9.98%,-19.97%,3.44%,-11.95%,14.43%,-7.86%,3.31%,-15.70%,9.58%,-5.96%,,-4.87%,
2025 Q2,Stocks,,,,,,,,,,"7740.T","GRR.AX","1879.T","4936.T","ALFPC.PA","4849.T","6095.T","ROCK-A.CO","1716.T","6381.T","NIL-B.ST","4848.T","6626.T","5129.T","7605.T","7921.T","2325.T","6238.T","ACLS","HDSN","5461.T","KLIC","7988.T","GENC",,"US S&P 500 - Total Return",
,Current return,17.41%,21%,0.79,10.19%,16.53%,18.50%,14.60%,17.31%,18.12%,12.23%,-2.38%,19.47%,-7.54%,17.66%,3.45%,52.97%,0.18%,-5.38%,34.60%,-13.78%,10.82%,37.42%,-18.11%,42.20%,17.36%,28.36%,10.97%,64.68%,54.57%,4.35%,12.80%,12.11%,28.97%,,15.73%,

url parameters
,query,Name of a saved query. Parameter value must be URL encoded.
,ownerEarnings,The user id of the account that owns the query.
url:,"https://www.unclestock.com/backtest-result?user=5463792491167744&query=quality+bloom&owner=5463792491167744"
